Display,Location
"0 Cantera Run, Carmel-by-the-Sea",[-121.87966309   36.49552021]
"200 Raymond Drive, Benicia",[-122.16676469   38.06250931]
"Unnamed Road, Chualar",[-121.38400565   36.57368486]
"6500 Vivian Road, Modesto",[-121.08101226   37.5450724 ]
"2600 Harden Avenue, Corning",[-122.1058736    39.90116569]
"200 Kirkland Ranch Road, American Canyon",[-122.22106538   38.23460039]
"4600 Saint Helena Highway, Napa",[-122.35102072   38.37808793]
"200 Clearview Drive, Vallejo",[-122.2174625   38.0723695]
"0 Midway Street, Vallejo",[-122.2436708    38.08882876]
"300 Georgia Street, Vallejo",[-122.258202     38.10180431]
"1400 South Whitehall Lane, Saint Helena",[-122.47270657   38.47551111]
"3700 Old Lawley Toll Road, Calistoga",[-122.54491795   38.60687121]
"1400 El Dorado Street, Vallejo",[-122.25024344   38.11215481]
"0 Johnson Lane, Vallejo",[-122.26777656   38.11734711]
"4900 Ridgefield Circle, Fairfield",[-122.14105541   38.15696579]
"14800 South Ponderosa Way, Grass Valley",[-121.11093941   39.16922907]
"17600 Buttercup Circle, Sonora",[-120.32273122   37.92800993]
"1700 Seattle Street, Modesto",[-121.00794967   37.60195273]
"1800 Crestmoor Court, Ceres",[-120.96603429   37.60447918]
"1000 Winepress Lane, Modesto",[-120.96670879   37.61606154]
"22000 Barnett Road, Waterford",[-120.63918916   37.68482222]
"2800 Faith Home Road, Ceres",[-120.91943015   37.60340115]
"1000 Sperry Avenue, Patterson",[-121.14494389   37.46832096]
"5700 East Monte Vista Avenue, Denair",[-120.78947989   37.51216278]
"4000 West Harding Road, Turlock",[-120.86190838   37.47156241]
"1800 Brier Road, Turlock",[-120.834196     37.49129864]
"1700 East Tuolumne Road, Turlock",[-120.83496539   37.51335183]
"900 Oakview Drive, Yuba City",[-121.62137877   39.1569819 ]
"300 Bridge Street, Yuba City",[-121.61204714   39.13457618]
"0 Wilbur Avenue, Yuba City",[-121.612809     39.12156322]
"1600 Cherry Street, Yuba City",[-121.65698178   39.119812  ]
"2200 South George Washington Boulevard, Yuba City",[-121.65540936   39.09912386]
"2300 Eckhart Road, Yuba City",[-121.63707074   39.16797359]
"6100 Broadway, Live Oak",[-121.67701862   39.23447947]
"2600 Goodwin Avenue, Penngrove",[-122.70315262   38.31487777]
"8800 Poplar Avenue, Cotati",[-122.70706368   38.32112984]
"5600 State Farm Drive, Rohnert Park",[-122.69918383   38.35748522]
"7100 Camino Colegio, Rohnert Park",[-122.68487262   38.33849719]
"1500 Marlin Place, Rohnert Park",[-122.6816646   38.3272953]
"California 99 Frontage Road, Pleasant Grove",[-121.53872063   38.88414443]
"Sour Grass Road, Corning",[-122.21410597   39.92159094]
"600 Palamino Drive, Santa Rosa",[-122.73177504   38.43916904]
"4700 Woodview Drive, Fairway View Estates Homeowners Association, Santa Rosa",[-122.62467901   38.41441269]
"1300 Lawndale Road, Kenwood",[-122.5987616    38.42179609]
"5000 Morocco Drive, Santa Rosa",[-122.6559788   38.4636355]
"5000 Flightline Drive, Santa Rosa",[-122.77552089   38.49816019]
"2600 Pomo Trail, Santa Rosa",[-122.74924361   38.45717157]
"3100 Piner Road, Santa Rosa",[-122.80349697   38.47462157]
"400 Country Club Drive, Santa Rosa",[-122.79920482   38.43058256]
"2000 Burbank Avenue, Southwest Santa Rosa, Santa Rosa",[-122.73425404   38.41866462]
"1600 Ludwig Avenue, Santa Rosa",[-122.77529661   38.39057985]
"1000 El Centro Avenue, Napa",[-122.30440945   38.3356719 ]
"3100 Linda Vista Avenue, Napa",[-122.31911258   38.31509658]
"5900 Fredricks Road, Sebastopol",[-122.80177862   38.38381814]
"2400 Vine Hill Drive, Napa",[-122.3315404    38.33251707]
"1100 Thompson Avenue, Napa",[-122.32613462   38.29513776]
"5500 Volkerts Road, Sebastopol",[-122.79467547   38.34004272]
"10600 Moonshine Road, Sebastopol",[-122.88118723   38.3434876 ]
"Kelly Road, Cloverdale",[-123.0167705    38.80944199]
"1500 Green Island Road, American Canyon",[-122.28044928   38.20342941]
"15900 28 Mile Road, Oakdale",[-120.79500815   37.84052961]
"5400 Stoddard Road, Modesto",[-121.05846055   37.73743985]
"2500 Stone Crop Lane, Modesto",[-120.94907     37.6596165]
"1800 Park Street, Saint Helena",[-122.47884021   38.50786562]
"16900 Lawrence Way, Grass Valley",[-121.05169347   39.12002496]
"10700 Shady South Lane, Grass Valley",[-121.09893613   39.07529024]
"200 Arcadia Drive, Grass Valley",[-121.06983347   39.23611009]
"1600 McKinley Avenue, Woodland",[-121.76635635   38.65953229]
"11500 East Bennett Road, Grass Valley",[-121.03047007   39.21568281]
"10400 Teton Way, Truckee",[-120.26107025   39.33736981]
"8000 Estates Drive, Truckee",[-120.17997785   39.34321134]
"Homestead Way, Woodland",[-121.74073792   38.67119269]
"800 Lemon Street, Marysville",[-121.59408116   39.14851528]
"5200 Feather River Boulevard, Olivehurst",[-121.58758093   39.10694652]
"1700 Griego Avenue, Olivehurst",[-121.5447035   39.0872675]
"2100 California 65, Wheatland",[-121.40456634   39.03463751]
"1000 West 19th Street, Merced",[-120.49441135   37.3087835 ]
"300 West 24th Street, Merced",[-120.47744715   37.30543254]
"2400 Piedmont Drive, Merced",[-120.45175504   37.30548346]
"1100 East Gerard Avenue, Merced",[-120.47837122   37.28222137]
"3900 Lake Road, Merced",[-120.41984068   37.34794802]
"Reese Road, Le Grand",[-120.35393603   37.38036417]
"14400 Santa Fe Grade, Los Banos",[-120.82242505   37.06170691]
"2100 Wood Court, Dos Palos",[-120.62157011   36.97941497]
"Tower Road, Merced",[-120.42335577   37.29395285]
"San Juan Grade Road, Salinas",[-121.62286304   36.72985971]
"1600 Cambrian Drive, Salinas",[-121.62076689   36.71442396]
"700 Saint Charles Way, Salinas",[-121.633039     36.68230351]
"700 Kilbreth Avenue, Salinas",[-121.60954056   36.68740872]
"0 West Gabilan Street, Salinas",[-121.65578206   36.6753905 ]
"300 Olive Avenue, Novato",[-122.54025897   38.10485313]
"1000 Madison Lane, Salinas",[-121.66930738   36.68895763]
"200 Jensen Road, Moss Landing",[-121.76861745   36.87521517]
"17200 Tamara Lane, Royal Oaks, Prunedale",[-121.69350398   36.84443316]
"18000 Lillian Lane, Prunedale",[-121.6751938    36.81659753]
"2700 Ribera Road, Carmel-by-the-Sea",[-121.91877501   36.55127846]
"200 Locust Street, Pacific Grove",[-121.91383611   36.61922439]
"1100 Jewell Avenue, Pacific Grove",[-121.92996504   36.62544389]
"Cabrillo Highway, Marina",[-121.80002882   36.71120061]
"0 Black Oak Lane, Novato",[-122.58445992   38.09718464]
"100 Sequoia Glen Lane, Novato",[-122.56067867   38.08991852]
"0 Waterbury Lane, Novato",[-122.518935     38.05528621]
"0 Oxford Drive, San Rafael",[-122.496407     38.00364025]
"2500 Lucas Valley Road, San Rafael",[-122.58979019   38.03537061]
"300 California Avenue, San Rafael",[-122.55028633   37.98419161]
"0 Reservoir Road, San Rafael",[-122.53723088   37.96994782]
"2900 Kerner Boulevard, San Rafael",[-122.50142136   37.96007172]
"900 Monterey Salinas Highway, Salinas",[-121.81881309   36.57648687]
"0 Fern Street, Monterey",[-121.85571266   36.59465575]
"3700 Divarty Street, Seaside",[-121.79824412   36.65303271]
"7200 Highway, Moss Landing",[-121.74957483   36.83708654]
"300 Soscol Avenue, Napa",[-122.27475011   38.28822579]
"0 Hamilton Drive, Mill Valley",[-122.52247439   37.90155885]
"3000 Promenade Street, West Sacramento",[-121.57259595   38.54570524]
"4200 Jefferson Boulevard, West Sacramento",[-121.55628872   38.5128665 ]
"300 Bolinas Road, Fairfax",[-122.59331869   37.972497  ]
"700 Vía Casitas, Greenbrae, Larkspur",[-122.5306572    37.94549596]
"300 Vista Grande, Greenbrae, Kentfield",[-122.52208724   37.95087531]
"600 Manzanita Avenue, Corte Madera",[-122.5242044    37.92510718]
"300 San Rafael Avenue, Belvedere, Belvedere Tiburon",[-122.46367465   37.87454846]
"0 Fairway Drive, Mill Valley",[-122.54122382   37.91286926]
"300 Carrera Drive, Mill Valley",[-122.5302596    37.87096569]
"0 West Harbor Drive, Sausalito",[-122.50005054   37.8668302 ]
"500 South Whipple Street, Fort Bragg",[-123.80032689   39.42947413]
"0 Lookout Drive, Ukiah",[-123.23253515   39.14476739]
"17000 Bloss Avenue, Delhi",[-120.78549149   37.40667695]
"20300 Lyons Bald Mountain Road, Sonora",[-120.37371533   37.99480643]
"600 West Olive Avenue, Merced",[-120.47873482   37.31857247]
"3600 Bronco Lane, Atwater",[-120.55557068   37.32739614]
"300 Fairview Way, Lakeport",[-122.91569275   39.05040952]
"500 Downing Avenue, Central San Jose, San Jose",[-121.93568729   37.30597346]
"200 Union Avenue, Campbell",[-121.93950616   37.28042119]
"1400 Clemence Avenue, South San Jose, San Jose",[-121.8515254   37.3272885]
"2900 McLaughlin Avenue, South San Jose, San Jose",[-121.83111105   37.30561095]
"2200 Vista Verde Drive, East San Jose, San Jose",[-121.79747286   37.34176221]
"3300 San Rivas Drive, Evergreen, San Jose",[-121.79249945   37.33402782]
"6000 Running Springs Road, Evergreen, San Jose",[-121.7436004    37.28401454]
"600 Lenfest Road, Alum Rock, San Jose",[-121.86782259   37.35859312]
"3300 Holly Drive, Alum Rock, San Jose",[-121.83574093   37.38281472]
"4200 Sierra Road, Berryessa, San Jose",[-121.82758461   37.412804  ]
"3100 North Shoreline Boulevard, Mountain View",[-122.09144102   37.43732059]
"Serres Lane, Sonoma",[-122.49125947   38.32164143]
"6200 Smith Avenue, Newark",[-122.01810227   37.52885473]
"17000 Park Avenue, Sonoma",[-122.46764676   38.34283533]
"Unnamed Road, Santa Rosa",[-122.55629496   38.46731523]
"6900 Montecito Boulevard, Santa Rosa",[-122.6641585    38.47813953]
"300 Westbrook Drive, Santa Rosa",[-122.73426773   38.43485676]
"7500 Oxford Circle, Dublin",[-121.91395009   37.72353091]
"1700 Bollinger Road, Sebastopol",[-122.82878361   38.38434784]
"6200 Lockwood Drive, Windsor",[-122.78061173   38.53348546]
"700 Claratina Avenue, Modesto",[-120.98628219   37.6991725 ]
"3300 Blue Gum Avenue, Modesto",[-121.04894691   37.66229935]
"3100 Tuxford Lane, Modesto",[-120.9850445    37.68358267]
"300 Kimble Street, Modesto",[-120.99319413   37.65093844]
"1000 Liege Terrace, Morse Park, Sunnyvale",[-122.02190425   37.40154075]
"2500 Junction Avenue, North San Jose, San Jose",[-121.92335318   37.39091278]
"1400 Airport Boulevard, North San Jose, San Jose",[-121.92441261   37.3655797 ]
"3900 West Rincon Avenue, West San Jose, Campbell",[-121.97107364   37.28190209]
"4900 Elester Drive, Cambrian, San Jose",[-121.93771      37.24695111]
"7600 Terrace Drive, El Cerrito",[-122.2938427    37.91395695]
"1600 Victoria Drive, Modesto",[-121.02322433   37.6169978 ]
"1500 Ridgewood Road, Pleasanton",[-121.8829631    37.67183433]
"4700 2nd Street, Empire",[-120.91738165   37.64183822]
"1900 5th Street, Ceres",[-120.9532641   37.6030193]
"500 Hannah Drive, Patterson",[-121.12608881   37.47428937]
"1200 Highland Avenue, Yuba City",[-121.62996113   39.1183942 ]
"1400 Queens Avenue, Yuba City",[-121.63913567   39.1535998 ]
"26900 Vina Road, Vina",[-122.08788809   39.98356561]
"3100 Royal Drive, Cameron Park",[-120.986812     38.66303791]
"1000 Serpentine Lane, Pleasanton",[-121.86969676   37.67155906]
"700 Reuter Drive, West Sacramento",[-121.51964562   38.59164529]
"1200 Rincon Avenue, Livermore",[-121.78437046   37.69113246]
"4200 Middle Harbor Road, Oakland",[-122.31655875   37.80392217]
"7300 French Bar Road, Jackson",[-120.75292389   38.32338681]
"700 Luther Drive, Paradise",[-121.64412262   39.75708242]
"0 Butte Woods Drive, Oroville",[-121.50647892   39.4891438 ]
"9000 Hogan Dam Road, Valley Springs",[-120.75949226   38.10141822]
"3100 Briones Valley Road, Brentwood",[-121.7401686    37.89476252]
"0 East Lake Drive, Antioch",[-121.78751687   38.00912   ]
"3100 Milner Road, Antioch",[-121.8155089    37.98666262]
"1400 Mondana Place, Pittsburg",[-121.86448581   38.00404244]
"Unnamed Road, Pittsburg",[-121.92531323   37.99363194]
"1700 Monsanto Way, Concord",[-122.02772088   38.03452135]
"0 Bartlett Court, Pleasant Hill",[-122.07749464   37.96052364]
"1900 Hughes Drive, Monument Corridor, Concord",[-122.04833107   37.95816134]
"2500 Cedro Lane, Ygnacio Valley, Walnut Creek",[-122.01879588   37.91934212]
"Mezue Trail, Richmond",[-122.29119021   37.94340327]
"Bollinger Estates Court, San Ramon",[-122.02228522   37.80909952]
"Spengler Trail, Lafayette",[-122.12067537   37.93015372]
"2600 Saklan Indian Drive, Rossmoor, Walnut Creek",[-122.0647665    37.86456673]
"0 Ashbrook Place, Corliss, Moraga",[-122.14015552   37.85536062]
"600 Sunflower Court, San Ramon",[-121.90798426   37.78882933]
"C Street, Rodeo",[-122.25661074   38.04327006]
"100 South Wildwood, Hercules",[-122.27864658   38.01033983]
"2900 Barkley Drive, Fairmede - Hilltop, Richmond",[-122.33103555   37.97184666]
"200 South 17th Street, Coronado, Richmond",[-122.357276     37.92909844]
"4500 Blanchard Road, Placerville",[-120.80894377   38.69336474]
"500 63rd Street, Upper Telegraph, Oakland",[-122.26588433   37.84844547]
"800 40th Street, Longfellow, Oakland",[-122.27357263   37.83122174]
"1900 Melvin Road, Oakmore, Oakland",[-122.20858241   37.81188841]
"1500 East 31st Street, Tuxedo, Oakland",[-122.23060956   37.79807031]
"2800 Morgan Avenue, Lincoln Highlands, Oakland",[-122.20085136   37.80289616]
"5600 Holway Street, Oakland",[-122.19717117   37.76961775]
"5300 Underwood Avenue, Mills College, Oakland",[-122.18645208   37.7816814 ]
"2500 Church Street, Bancroft Business, Oakland",[-122.18296596   37.76600226]
"9400 Dunbar Drive, Elmhurst Park, Oakland",[-122.17926658   37.74542092]
"15900 Glen Una Drive, Los Gatos",[-122.03077614   37.23684569]
"Junipero Serra Freeway, Cupertino",[-122.05556476   37.33464353]
"1900 Scott Lane, Woodland Acres - The Highlands, Los Altos",[-122.08049967   37.33938133]
"600 Arlington Avenue, Berkeley Hills, Berkeley",[-122.27612436   37.89804354]
"200 Greenbank Avenue, Piedmont",[-122.24191048   37.824219  ]
"1800 Cedar Street, Upper B Street, Hayward",[-122.0663972    37.68111453]
"200 Willow Avenue, Hayward",[-122.10144378   37.67479133]
"24300 Israel Court, Hayward",[-122.06532903   37.67162065]
"0 Kirby Place, Crescent Park, Palo Alto",[-122.14960039   37.45219043]
"4200 North Livermore Avenue, Livermore",[-121.76554696   37.72446195]
"100 Garden Lane, Millbrae",[-122.39393494   37.60722035]
"Loma Almaden Road, Los Gatos",[-121.9306653    37.16732987]
"5800 Hillview Avenue, South San Jose, San Jose",[-121.86672676   37.24567805]
"15200 Watsonville Road, Morgan Hill",[-121.63732548   37.09898545]
"Harvard Drive, Dixon",[-121.82372805   38.45075005]
"San Francisco Bay Trail, Hayward",[-122.11248918   37.61121338]
"43300 Jerome Avenue, Mission San Jose, Fremont",[-121.92925247   37.5310648 ]
"0 Cordevalle Club Drive, San Martin",[-121.60587009   37.06384557]
"1900 Ballybunion Court, Gilroy",[-121.59006865   36.98128774]
"600 Campus Drive, Stanford",[-122.16490035   37.4280823 ]
"1400 McAllister Way, Santa Cruz",[-122.06184415   36.95625231]
"700 Boulder Brook Drive, Boulder Creek",[-122.13805137   37.13339271]
"200 Vía Novella, Aptos",[-121.878409     36.95698553]
"0 Crystal Springs Terrace, Hillsborough Park, Hillsborough",[-122.34689873   37.54570827]
"1400 Crestwood Court, South San Mateo, San Mateo",[-122.32321782   37.52323059]
"900 Baker Way, East San Mateo, San Mateo",[-122.28860155   37.56259748]
"J. Arthur Younger Freeway, Foster City",[-122.27612411   37.55867243]
"1600 Notre Dame Avenue, Belmont",[-122.2876355    37.52045829]
"2000 Arroyo Avenue, San Carlos",[-122.2637785    37.49581014]
"Hassler Trail, Redwood City",[-122.28153816   37.48374302]
"2100 Camino De Los Robles, University Heights, Menlo Park",[-122.20353748   37.43137246]
"Elmira Road, Vacaville",[-121.96726286   38.35313759]
"7000 Highway 12, Rio Vista",[-121.78389341   38.18609465]
"1200 Farragut Circle, Davis",[-121.72338461   38.54070982]
"300 West Woodland Avenue, Woodland",[-121.78899071   38.68946436]
"5900 Lindhurst Avenue, Marysville",[-121.571421   39.12856 ]
"800 Chamise Drive, Salinas",[-121.60590644   36.69709837]
"900 Petra Lane, Pacific Grove",[-121.92605495   36.61222143]
"Fishnet Road, Monterey",[-121.8866951    36.59124216]
"22000 Avenue 24, Chowchilla",[-120.12654754   37.10433439]
"21300 Avenue 16, Madera",[-120.15585636   36.98838662]
"0 Nova Lane, Novato",[-122.59090169   38.11587741]
"0 Snowden Lane, Oak Manor, Fairfax",[-122.60219667   38.00638819]
"900 Mazzoni Street, Ukiah",[-123.20147131   39.15475926]
"Toyon, Salinas",[-121.67412011   36.58552277]
"4700 Shaw Avenue, Winton",[-120.57206324   37.43280466]
"2000 Wardrobe Avenue, Merced",[-120.51355032   37.29752486]
"8600 Santa Rita Grade, Dos Palos",[-120.64680887   37.06525545]
"500 Elder Avenue, Sand City",[-121.8491843    36.61424548]
"Trail 91, Seaside",[-121.75456914   36.61704545]
"Unnamed Road, Salinas",[-121.77404902   36.7035738 ]
"600 Montecito Boulevard, Napa",[-122.2719672    38.31209352]
"600 Dowdell Lane, Saint Helena",[-122.45694032   38.50325675]
"10700 Holyrood Lane, Grass Valley",[-121.08252803   39.20959836]
"0 Potomac Drive, Antioch",[-121.8475404   38.0023092]
"700 Rose Creek Court, Sun City, Roseville",[-121.34608769   38.77800938]
"3500 Farron Street, Rocklin",[-121.23174121   38.79436434]
"5700 Cobblestone Drive, Rocklin",[-121.26107419   38.80488219]
"900 East Avenue, Downtown Lincoln, Lincoln",[-121.28576186   38.89646224]
"22100 Smuthers Ravine Road, Colfax",[-120.95263692   39.06753468]
"0 Corte Palos Verdes, Tiburon, Belvedere Tiburon",[-122.49238075   37.90656483]
"9200 Lakepoint Drive, Elk Grove",[-121.47513061   38.42289106]
"3400 40th Street, Southeastern Sacramento, Sacramento",[-121.45981933   38.54283393]
"800 West Cove Way, Southwestern Sacramento, Sacramento",[-121.52549881   38.4812    ]
"7400 29th Street, Southwestern Sacramento, Sacramento",[-121.47652478   38.49005233]
"6600 63rd Street, Southeastern Sacramento, Sacramento",[-121.42379978   38.50544487]
"6000 Seyferth Way, Southwestern Sacramento, Sacramento",[-121.44138853   38.4789494 ]
"8200 Alpine Avenue, Southeastern Sacramento, Sacramento",[-121.3986273    38.54376407]
"4500 Edison Avenue, Sacramento",[-121.35994265   38.63785174]
"2500 New Market Drive, North Sacramento, Sacramento",[-121.52072295   38.66354211]
"4000 Heather Hill Way, Scotland, North Highlands",[-121.37741781   38.67996874]
"7900 Ivy Hill Way, Antelope Ranch, Antelope",[-121.37933833   38.71245182]
"14100 White Rock Road, Folsom",[-121.13493474   38.64183895]
"11100 Morgan River Court, Larchmont Sunriver, Rancho Cordova",[-121.277505     38.62201237]
"10400 Abington Way, Cordova Towne, Rancho Cordova",[-121.30480692   38.57430546]
"8700 Sturgeon Way, Glenbrook East, Sacramento",[-121.37117587   38.56289475]
"5400 Marconi Avenue, Carmichael",[-121.337537     38.61651323]
"6300 Saint James Drive, Barrett Meadows, Carmichael",[-121.31683724   38.65731541]
"8100 Winding Way, Fair Oaks",[-121.26071458   38.64506689]
"8000 Peppertree Way, Summerplace, Citrus Heights",[-121.31856217   38.71162191]
"9000 Central Avenue, Orangevale",[-121.20840294   38.68500488]
"9400 Winding River Way, Elk Grove",[-121.3454446   38.4167933]
"600 Vorden Road, Walnut Grove",[-121.55143608   38.25421126]
"700 Gail Avenue, Sunnyvale",[-122.02032961   37.36205328]
"1900 Hackett Avenue, Mountain View",[-122.09244233   37.40618125]
"3900 Five Mile Drive, Lincoln Village West, Stockton",[-121.362978     38.00931016]
"6500 Addition Road, Newark",[-122.00438503   37.50796933]
"300 Fremont Street, South of Market, San Francisco",[-122.39369629   37.78728919]
"1700 Monte Diablo Avenue, Pacific, Stockton",[-121.33032387   37.95813509]
"2700 East 8th Street, Park, Stockton",[-121.244409     37.93656968]
"2700 Larkin Street, Russian Hill, San Francisco",[-122.42286384   37.80526926]
"2100 Webster Street, Pacific Heights, San Francisco",[-122.43332678   37.79100822]
"1300 Webster Street, Western Addition, San Francisco",[-122.42955222   37.78344689]
"300 Waller Street, Western Addition, San Francisco",[-122.42928073   37.77180645]
"0 Duboce Avenue, South of Market, San Francisco",[-122.42035738   37.76962977]
"2800 Folsom Street, Mission District, San Francisco",[-122.413962     37.75127867]
"100 Coleridge Street, Bernal Heights, San Francisco",[-122.42068353   37.74363179]
"100 Santa Rosa Avenue, Outer Mission, San Francisco",[-122.43619792   37.72828523]
"300 Lisbon Street, Excelsior, San Francisco",[-122.43235162   37.72329131]
"300 Argonaut Avenue, Visitacion Valley, San Francisco",[-122.41638764   37.70942645]
"400 Irving Street, Inner Sunset, San Francisco",[-122.45983428   37.76383383]
"100 Eastwood Drive, West of Twin Peaks, San Francisco",[-122.45802185   37.7284793 ]
"2600 40th Avenue, Sunset District, San Francisco",[-122.49749924   37.74246167]
"1100 El Monte Street, Pacific, Stockton",[-121.32589974   37.98318819]
"Unnamed Road, Stockton",[-121.38210332   38.02743179]
"5500 Claremont Avenue, Lakeview, Stockton",[-121.30743828   38.00234939]
"2800 White Lane, Stockton",[-121.2199883    37.98936406]
"19200 Murphy Road, Ripon",[-121.10655328   37.77135143]
"21000 Mountain House Parkway, Tracy",[-121.47571744   37.78484697]
"0 Peoria Street, Crocker, Daly City",[-122.45298867   37.70503507]
"Old Chico Canyon Road, Chico",[-121.62805819   39.92071533]
"2700 Adeline Street, South Berkeley, Berkeley",[-122.268127   37.859559]
"9500 Shumway Drive, Arden Bluff, Orangevale",[-121.19911144   38.66819889]
"8600 Orr Road, Galt",[-121.37284997   38.2698073 ]
"700 Rosedale Avenue, Capitola",[-121.94561548   36.98022761]
"1300 California Drive, Vacaville",[-121.98325583   38.32432706]
"200 The Alameda, San Anselmo",[-122.58552483   38.00522152]
"21600 3rd Avenue, Stevinson",[-120.90962418   37.33505481]
"Frenchmans Creek Road, Half Moon Bay",[-122.41560463   37.535932  ]
"0 Mason Street, Tenderloin, San Francisco",[-122.41103385   37.78306923]
"2800 Fern Flat Road, Aptos",[-121.86078654   37.02656504]
"4200 Maybelle Avenue, Redwood Heights, Oakland",[-122.1899328    37.79403105]
"West Point Road, Bayview, San Francisco",[-122.37610631   37.73504938]
"600 3rd Avenue, Richmond District, San Francisco",[-122.46152256   37.77779111]
"1400 Howard Avenue, Downtown, Burlingame",[-122.34970571   37.57666029]
"0 Glen Avenue, Piedmont Avenue, Oakland",[-122.251741     37.82636885]
"1500 3rd Avenue, East Lake, Oakland",[-122.25550492   37.79844754]
"7700 Sunkist Drive, Eastmont Hills, Oakland",[-122.166257     37.77123872]
"1600 Ward Street, South Berkeley, Berkeley",[-122.27674577   37.85933423]
"400 Central Avenue, West Alameda, Alameda",[-122.28447917   37.77149417]
"4700 Sorani Way, Castro Valley",[-122.08503289   37.72247475]
"600 Shasta Street, Staumbaugh Heller, Redwood City",[-122.22423755   37.4792989 ]
"27600 Melbourne Avenue, Glen Eden, Hayward",[-122.08950671   37.62789407]
"400 School Street, Niles, Fremont",[-121.987998     37.57798794]
"38600 Cherry Lane, Cherry - Guardino, Fremont",[-121.9749147    37.56371515]
"6200 Madigan Road, Dublin",[-121.89041508   37.71965588]
"6500 Doolan Road, Livermore",[-121.84005679   37.72597877]
"1500 De Leon Way, Livermore",[-121.776592     37.67207968]
"1200 Oak Ridge Road, Pinole",[-122.29253883   38.00448707]
"13400 Roan Court, Sutter Creek",[-120.73421251   38.40252587]
"4800 Kenneth Avenue, Greenwood Highlands, Carmichael",[-121.35129871   38.61446257]
"100 Greentree Way, Milpitas",[-121.9000266   37.4079637]
"18800 Barnhart Avenue, Rancho Rinconada, Cupertino",[-122.00180943   37.31630213]
"1800 Buena Vista Road, Hollister",[-121.42506384   36.85982475]
"3200 Dry Creek Road, Oroville",[-121.58459527   39.69343252]
"Gridley Road, Colusa",[-121.97127122   39.27795196]
"0 Los Norrabos, El Toyonal, Orinda",[-122.2221395    37.88659543]
"8100 Morgan Territory Road, Livermore",[-121.82641392   37.84351112]
"2100 East Green Springs Road, Rescue",[-121.04637822   38.6958396 ]
"1500 Partridge Avenue, Birdland Neighbors, Sunnyvale",[-122.00619523   37.34640155]
"2300 Edison Trail, Pollock Pines",[-120.57448013   38.76622416]
"300 County Road G, Willows",[-122.19374563   39.51869422]
"Unnamed Road, Orland",[-122.00564071   39.72929842]
"200 Fanyon Street, Milpitas",[-121.88230482   37.44013835]
"1100 Manchester Drive, Santa Clara",[-121.94363914   37.34305908]
"Kennedy Trail, Los Gatos",[-121.95546752   37.21189557]
"2400 Hospital Drive, Cuesta Park, Mountain View",[-122.08618658   37.36900253]
"700 Welch Road, Palo Alto",[-122.17446257   37.4385622 ]
"21300 Phoenix Lake Road, Sonora",[-120.30173741   38.02744962]
"13000 River Road, Guerneville",[-122.91184651   38.51309362]
"7900 Rocky Point Court, Edgewood, Citrus Heights",[-121.26671008   38.66981515]
"100 Oak Ravine Way, American River Canyon, Folsom",[-121.18871663   38.68714067]
"11600 White Rock Road, Rancho Cordova",[-121.21421032   38.57266548]
"10000 Hampton Oak Drive, Elk Grove",[-121.36436243   38.39482879]
"8300 Laporte Way, Elk Grove",[-121.3915831    38.44883065]
"10600 Arno Road, Galt",[-121.2970856    38.36241645]
"800 California 37, Vallejo",[-122.26775852   38.13681209]
"400 Ofarrell Drive, Benicia",[-122.1666836    38.07576887]
"500 Morningstar Way, Vacaville",[-121.9501423   38.3575077]
"0 Brennan Street, Watsonville",[-121.75454     36.9114343]
"1500 Sandy Lane, Lakeport",[-122.96626192   39.04770557]
"7200 Highland Springs Road, Lakeport",[-122.87943463   38.97760857]
"North Peak Road, Clayton",[-121.92981425   37.89127484]
"Deer Gulch Loop Trail, Canyon Heights - Vallejo Mills, Fremont",[-121.95384392   37.5838714 ]
"39200 Farwell Drive, 28 Palms, Fremont",[-121.99273283   37.529266  ]
"46700 Bradley Street, Warm Springs, Fremont",[-121.924484     37.49004267]
"5100 Sly Park Road, Pollock Pines",[-120.57550595   38.71297798]
"Sikes Road, Dixon",[-121.80871737   38.46452742]
"12000 Highway 12, Glen Ellen",[-122.53785696   38.3860333 ]
"100 Dublin Court, Petaluma",[-122.66613739   38.20938457]
"1400 Queens Road, Berkeley Hills, Berkeley",[-122.25619589   37.88464404]
"3700 Old Yerba Buena Road, Evergreen, San Jose",[-121.74552658   37.31121555]
"2800 Forest Avenue, Berkeley",[-122.24895542   37.86205132]
"500 Fairway Drive, Novato",[-122.56639285   38.0627971 ]
"0 Upper Ames Avenue, Ross",[-122.56504969   37.96389622]
"1700 Vistazo Street West, Tiburon, Belvedere Tiburon",[-122.43112585   37.86226833]
"1400 Carmel Drive, Willow Glen, San Jose",[-121.89398861   37.30459752]
"1900 Crinan Drive, South San Jose, San Jose",[-121.84159319   37.3242465 ]
"4300 Hacienda Drive, Pleasanton",[-121.89453827   37.69278464]
"13400 Nimshew Road, Magalia",[-121.62644508   39.81596388]
"1400 Jonas Avenue, Sacramento",[-121.3958664   38.5931809]
"3800 Edison Avenue, Sacramento",[-121.37425185   38.63463108]
"10400 State Highway 99w, Red Bluff",[-122.16860396   40.08359219]
"800 Marylin Avenue, Livermore",[-121.78088888   37.68644982]
"3000 Old Soda Springs Road, Napa",[-122.27189847   38.39044759]
"Lougher Ridge Trail, Antioch",[-121.8733235   37.9808145]
"North Helm Canal Road, Firebaugh",[-120.38142158   36.79321118]
